Year,Prscrbr_Geo_Cd,Prscrbr_Geo_Desc,Tot_Prscrbrs,Tot_Clms,Tot_30day_Fills,Tot_Drug_Cst,Tot_Benes,GE65_Tot_Clms,GE65_Tot_30day_Fills,GE65_Tot_Drug_Cst,GE65_Tot_Benes,LIS_Bene_Cst_Shr,NonLIS_Bene_Cst_Shr
2015,44,Rhode Island,5903.0,81926.0,81991.70000000001,7871953.71,23372.0,40630.0,40668.9,2681649.1999999997,13931.0,77501.43,607315.0
2015,45,South Carolina,15725.0,386116.0,386449.80000000005,34466329.41,103630.0,185504.0,185692.40000000002,13805628.21,61712.0,415731.06999999995,3774204.4399999995
2015,46,South Dakota,3068.0,32232.0,32567.199999999997,3307829.35,9577.0,17372.0,17593.9,1282615.31,6269.0,28214.96,365339.69
2015,47,Tennessee,28004.0,825221.0,825816.8,67770536.76000002,182665.0,357742.0,358011.60000000003,25033064.21,98462.0,1063421.47,6667362.240000001
2015,48,Texas,19020.0,281564.0,284471.19999999995,46379009.779999994,72324.0,130461.0,132070.8,18487444.24,40418.0,392117.52,4448063.54
2015,49,Utah,9712.0,167065.0,167233.6,14845237.34,41402.0,89622.0,89708.6,6415319.18,27515.0,137890.18,2079857.2100000002
2015,50,Vermont,3133.0,47892.0,48240.2,4440522.840000001,10640.0,21411.0,21675.0,1547479.54,6244.0,39189.34,260010.22000000003
2015,51,Virginia,28815.0,500101.0,504996.0,37040635.35000001,134280.0,250120.0,253284.80000000002,14714794.44,83180.0,491639.9000000001,4565061.470000001
2015,53,Washington,32340.0,514727.0,521428.7,35068347.309999995,130521.0,291736.0,296469.6,16543551.309999999,86780.0,369525.97,4645561.800000001
2015,54,West Virginia,6242.0,166035.0,166771.59999999998,12976580.6,39022.0,82602.0,83064.29999999999,5553780.24,22197.0,177461.18,1468817.98
2015,55,Wisconsin,24613.0,427631.0,431017.1,42225226.19,95638.0,203854.0,206043.2,14619477.23,57492.0,342590.06999999995,3712967.48
2015,56,Wyoming,2116.0,28641.0,29053.300000000003,2895180.17,7695.0,15230.0,15492.8,1226706.33,4736.0,28139.480000000003,313058.75
2015,66,Guam,113.0,643.0,645.6,30895.82,317.0,397.0,399.0,15284.81,202.0,261.77,9848.2
2015,69,Northern Mariana Islands,11.0,59.0,60.0,3315.51,16.0,25.0,26.0,2323.09,0.0,64.78999999999999,1613.48
2015,72,Puerto Rico,6876.0,101221.0,101341.9,2588815.5300000003,33809.0,39963.0,40006.9,803217.91,18047.0,10339.640000000001,154808.14
2015,78,Virgin Islands,119.0,833.0,850.2,53859.270000000004,461.0,579.0,596.2,34124.43,327.0,212.65,13468.63
2015,9A,Armed Forces Central/South America,7.0,21.0,21.0,221.84,20.0,0.0,0.0,0.0,0.0,1.93,34.77
2015,9B,Armed Forces Europe,53.0,715.0,716.3,32835.100000000006,394.0,320.0,320.3,9958.57,188.0,613.98,2909.03
2015,9C,Armed Forces Pacific,35.0,199.0,199.7,2907.01,181.0,100.0,100.0,1753.37,94.0,71.85,460.68
2015,9D,Unknown,2.0,20.0,20.5,454.76,0.0,0.0,0.0,0.0,0.0,20.64,0.0
